id,name,short_name,year,indicator,numerator,denominator
id_2.5.2,Показатель первичной заболеваемости туберкулезом в фазе распада детей 0-14 лет (на 100 тыс. населения),ПЗ CV+ 0-14,2022,0.21,1.0,480722.0
id_2.5.2,Показатель первичной заболеваемости туберкулезом в фазе распада детей 0-14 лет (на 100 тыс. населения),ПЗ CV+ 0-14,2023,0.21,1.0,476624.0
id_2.5.2,Показатель первичной заболеваемости туберкулезом в фазе распада детей 0-14 лет (на 100 тыс. населения),ПЗ CV+ 0-14,2024,0.0,0.0,470864.0
id_2.5.3,Показатель первичной заболеваемости туберкулезом в фазе распада подростков 15-17 лет (на 100 тыс. населения),ПЗ CV+ 15-17,2016,17.34,13.0,74979.0
id_2.5.3,Показатель первичной заболеваемости туберкулезом в фазе распада подростков 15-17 лет (на 100 тыс. населения),ПЗ CV+ 15-17,2017,7.83,6.0,76615.0
id_2.5.3,Показатель первичной заболеваемости туберкулезом в фазе распада подростков 15-17 лет (на 100 тыс. населения),ПЗ CV+ 15-17,2018,8.83,7.0,79314.0
id_2.5.3,Показатель первичной заболеваемости туберкулезом в фазе распада подростков 15-17 лет (на 100 тыс. населения),ПЗ CV+ 15-17,2019,3.68,3.0,81632.0
id_2.5.3,Показатель первичной заболеваемости туберкулезом в фазе распада подростков 15-17 лет (на 100 тыс. населения),ПЗ CV+ 15-17,2020,7.26,6.0,82676.0
id_2.5.3,Показатель первичной заболеваемости туберкулезом в фазе распада подростков 15-17 лет (на 100 тыс. населения),ПЗ CV+ 15-17,2021,2.46,2.0,81391.0
id_2.5.3,Показатель первичной заболеваемости туберкулезом в фазе распада подростков 15-17 лет (на 100 тыс. населения),ПЗ CV+ 15-17,2022,3.64,3.0,82513.0
id_2.5.3,Показатель первичной заболеваемости туберкулезом в фазе распада подростков 15-17 лет (на 100 тыс. населения),ПЗ CV+ 15-17,2023,2.27,2.0,88298.0
id_2.5.3,Показатель первичной заболеваемости туберкулезом в фазе распада подростков 15-17 лет (на 100 тыс. населения),ПЗ CV+ 15-17,2024,6.54,6.0,91717.0
id_2.5.4,Доля туберкулеза с распадом легочной ткани среди впервые выявленных больных (%),Доля CV+ ВВБ,2016,38.66,929.0,2403.0
id_2.5.4,Доля туберкулеза с распадом легочной ткани среди впервые выявленных больных (%),Доля CV+ ВВБ,2017,38.52,825.0,2142.0
id_2.5.4,Доля туберкулеза с распадом легочной ткани среди впервые выявленных больных (%),Доля CV+ ВВБ,2018,37.18,667.0,1794.0
id_2.5.4,Доля туберкулеза с распадом легочной ткани среди впервые выявленных больных (%),Доля CV+ ВВБ,2019,42.41,690.0,1627.0
id_2.5.4,Доля туберкулеза с распадом легочной ткани среди впервые выявленных больных (%),Доля CV+ ВВБ,2020,44.26,578.0,1306.0
id_2.5.4,Доля туберкулеза с распадом легочной ткани среди впервые выявленных больных (%),Доля CV+ ВВБ,2021,44.63,528.0,1183.0
id_2.5.4,Доля туберкулеза с распадом легочной ткани среди впервые выявленных больных (%),Доля CV+ ВВБ,2022,43.55,550.0,1263.0
id_2.5.4,Доля туберкулеза с распадом легочной ткани среди впервые выявленных больных (%),Доля CV+ ВВБ,2023,39.2,443.0,1130.0
id_2.5.4,Доля туберкулеза с распадом легочной ткани среди впервые выявленных больных (%),Доля CV+ ВВБ,2024,37.45,385.0,1028.0
id_2.5.5,Показатель общей заболеваемости туберкулезом в фазе распада всего (на 100 тыс. населения),ОЗ CV+,2016,115.31,2780.0,2410851.0
id_2.5.5,Показатель общей заболеваемости туберкулезом в фазе распада всего (на 100 тыс. населения),ОЗ CV+,2017,94.33,2270.0,2406548.0
id_2.5.5,Показатель общей заболеваемости туберкулезом в фазе распада всего (на 100 тыс. населения),ОЗ CV+,2018,87.76,2107.0,2400979.0
id_2.5.5,Показатель общей заболеваемости туберкулезом в фазе распада всего (на 100 тыс. населения),ОЗ CV+,2019,73.21,1753.0,2394478.0
id_2.5.5,Показатель общей заболеваемости туберкулезом в фазе распада всего (на 100 тыс. населения),ОЗ CV+,2020,62.06,1479.0,2383107.0
id_2.5.5,Показатель общей заболеваемости туберкулезом в фазе распада всего (на 100 тыс. населения),ОЗ CV+,2021,50.27,1191.0,2369234.0
id_2.5.5,Показатель общей заболеваемости туберкулезом в фазе распада всего (на 100 тыс. населения),ОЗ CV+,2022,45.07,1061.0,2353904.0
id_2.5.5,Показатель общей заболеваемости туберкулезом в фазе распада всего (на 100 тыс. населения),ОЗ CV+,2023,37.39,874.0,2337449.0
id_2.5.5,Показатель общей заболеваемости туберкулезом в фазе распада всего (на 100 тыс. населения),ОЗ CV+,2024,29.52,688.0,2330537.0
id_2.5.6,Показатель общей заболеваемости туберкулезом в фазе распада детей 0-14 лет (на 100 тыс. населения),ОЗ CV+ 0-14,2016,0.2,1.0,488187.0
id_2.5.6,Показатель общей заболеваемости туберкулезом в фазе распада детей 0-14 лет (на 100 тыс. населения),ОЗ CV+ 0-14,2017,0.0,0.0,494280.0
id_2.5.6,Показатель общей заболеваемости туберкулезом в фазе распада детей 0-14 лет (на 100 тыс. населения),ОЗ CV+ 0-14,2018,0.0,0.0,497183.0
id_2.5.6,Показатель общей заболеваемости туберкулезом в фазе распада детей 0-14 лет (на 100 тыс. населения),ОЗ CV+ 0-14,2019,0.2,1.0,497434.0
id_2.5.6,Показатель общей заболеваемости туберкулезом в фазе распада детей 0-14 лет (на 100 тыс. населения),ОЗ CV+ 0-14,2020,0.2,1.0,495875.0
id_2.5.6,Показатель общей заболеваемости туберкулезом в фазе распада детей 0-14 лет (на 100 тыс. населения),ОЗ CV+ 0-14,2021,0.0,0.0,487016.0
id_2.5.6,Показатель общей заболеваемости туберкулезом в фазе распада детей 0-14 лет (на 100 тыс. населения),ОЗ CV+ 0-14,2022,0.0,0.0,480722.0
id_2.5.6,Показатель общей заболеваемости туберкулезом в фазе распада детей 0-14 лет (на 100 тыс. населения),ОЗ CV+ 0-14,2023,0.21,1.0,476624.0
id_2.5.6,Показатель общей заболеваемости туберкулезом в фазе распада детей 0-14 лет (на 100 тыс. населения),ОЗ CV+ 0-14,2024,0.0,0.0,470864.0
id_2.5.7,Показатель общей заболеваемости туберкулезом в фазе распада подростков 15-17 лет (на 100 тыс. населения),ОЗ CV+ 15-17,2016,13.34,10.0,74979.0
id_2.5.7,Показатель общей заболеваемости туберкулезом в фазе распада подростков 15-17 лет (на 100 тыс. населения),ОЗ CV+ 15-17,2017,3.92,3.0,76615.0
id_2.5.7,Показатель общей заболеваемости туберкулезом в фазе распада подростков 15-17 лет (на 100 тыс. населения),ОЗ CV+ 15-17,2018,3.78,3.0,79314.0
id_2.5.7,Показатель общей заболеваемости туберкулезом в фазе распада подростков 15-17 лет (на 100 тыс. населения),ОЗ CV+ 15-17,2019,1.23,1.0,81632.0
id_2.5.7,Показатель общей заболеваемости туберкулезом в фазе распада подростков 15-17 лет (на 100 тыс. населения),ОЗ CV+ 15-17,2020,6.05,5.0,82676.0
id_2.5.7,Показатель общей заболеваемости туберкулезом в фазе распада подростков 15-17 лет (на 100 тыс. населения),ОЗ CV+ 15-17,2021,2.46,2.0,81391.0
id_2.5.7,Показатель общей заболеваемости туберкулезом в фазе распада подростков 15-17 лет (на 100 тыс. населения),ОЗ CV+ 15-17,2022,1.21,1.0,82513.0
id_2.5.7,Показатель общей заболеваемости туберкулезом в фазе распада подростков 15-17 лет (на 100 тыс. населения),ОЗ CV+ 15-17,2023,4.53,4.0,88298.0
id_2.5.7,Показатель общей заболеваемости туберкулезом в фазе распада подростков 15-17 лет (на 100 тыс. населения),ОЗ CV+ 15-17,2024,5.45,5.0,91717.0
id_2.5.8,Доля туберкулеза с распадом легочной ткани среди контингентов больных (%),Доля CV+ контингент,2016,43.99,2780.0,6320.0
id_2.5.8,Доля туберкулеза с распадом легочной ткани среди контингентов больных (%),Доля CV+ контингент,2017,40.5,2270.0,5605.0
id_2.5.8,Доля туберкулеза с распадом легочной ткани среди контингентов больных (%),Доля CV+ контингент,2018,42.51,2107.0,4956.0
id_2.5.8,Доля туберкулеза с распадом легочной ткани среди контингентов больных (%),Доля CV+ контингент,2019,40.22,1753.0,4358.0
id_2.5.8,Доля туберкулеза с распадом легочной ткани среди контингентов больных (%),Доля CV+ контингент,2020,44.6,1479.0,3316.0
id_2.5.8,Доля туберкулеза с распадом легочной ткани среди контингентов больных (%),Доля CV+ контингент,2021,43.79,1191.0,2720.0
id_2.5.8,Доля туберкулеза с распадом легочной ткани среди контингентов больных (%),Доля CV+ контингент,2022,40.65,1061.0,2610.0
id_2.5.8,Доля туберкулеза с распадом легочной ткани среди контингентов больных (%),Доля CV+ контингент,2023,39.25,874.0,2227.0
id_2.5.8,Доля туберкулеза с распадом легочной ткани среди контингентов больных (%),Доля CV+ контингент,2024,39.7,688.0,1733.0
id_2.6.1,Показатель первичной заболеваемости туберкулезом с бактериовыделением органов дыхания (на 100 тыс. населения),ПЗ БК+,2016,42.6,1027.0,2410851.0
id_2.6.1,Показатель первичной заболеваемости туберкулезом с бактериовыделением органов дыхания (на 100 тыс. населения),ПЗ БК+,2017,39.89,960.0,2406548.0
id_2.6.1,Показатель первичной заболеваемости туберкулезом с бактериовыделением органов дыхания (на 100 тыс. населения),ПЗ БК+,2018,35.24,846.0,2400979.0
id_2.6.1,Показатель первичной заболеваемости туберкулезом с бактериовыделением органов дыхания (на 100 тыс. населения),ПЗ БК+,2019,37.17,890.0,2394478.0
id_2.6.1,Показатель первичной заболеваемости туберкулезом с бактериовыделением органов дыхания (на 100 тыс. населения),ПЗ БК+,2020,28.45,678.0,2383107.0
id_2.6.1,Показатель первичной заболеваемости туберкулезом с бактериовыделением органов дыхания (на 100 тыс. населения),ПЗ БК+,2021,27.39,649.0,2369234.0
id_2.6.1,Показатель первичной заболеваемости туберкулезом с бактериовыделением органов дыхания (на 100 тыс. населения),ПЗ БК+,2022,30.71,723.0,2353904.0
id_2.6.1,Показатель первичной заболеваемости туберкулезом с бактериовыделением органов дыхания (на 100 тыс. населения),ПЗ БК+,2023,26.01,608.0,2337449.0
id_2.6.1,Показатель первичной заболеваемости туберкулезом с бактериовыделением органов дыхания (на 100 тыс. населения),ПЗ БК+,2024,23.56,549.0,2330537.0
id_2.6.2,Доля туберкулеза с бактериовыделением среди впервые выявленных больных органов дыхания (%),Доля БК+ ВВБ,2016,44.79,1027.0,2293.0
id_2.6.2,Доля туберкулеза с бактериовыделением среди впервые выявленных больных органов дыхания (%),Доля БК+ ВВБ,2017,47.24,960.0,2032.0
id_2.6.2,Доля туберкулеза с бактериовыделением среди впервые выявленных больных органов дыхания (%),Доля БК+ ВВБ,2018,50.12,846.0,1688.0
id_2.6.2,Доля туберкулеза с бактериовыделением среди впервые выявленных больных органов дыхания (%),Доля БК+ ВВБ,2019,57.16,890.0,1557.0
id_2.6.2,Доля туберкулеза с бактериовыделением среди впервые выявленных больных органов дыхания (%),Доля БК+ ВВБ,2020,55.12,678.0,1230.0
id_2.6.2,Доля туберкулеза с бактериовыделением среди впервые выявленных больных органов дыхания (%),Доля БК+ ВВБ,2021,57.84,649.0,1122.0
id_2.6.2,Доля туберкулеза с бактериовыделением среди впервые выявленных больных органов дыхания (%),Доля БК+ ВВБ,2022,59.85,723.0,1208.0
id_2.6.2,Доля туберкулеза с бактериовыделением среди впервые выявленных больных органов дыхания (%),Доля БК+ ВВБ,2023,56.56,608.0,1075.0
id_2.6.2,Доля туберкулеза с бактериовыделением среди впервые выявленных больных органов дыхания (%),Доля БК+ ВВБ,2024,56.08,549.0,979.0
id_2.7.1,Показатель первичной заболеваемости  туберкулезом внелегочной локализации всего (на 100 тыс. населения),ПЗ ВНЛ туб 15-17,2016,4.56,110.0,2410851.0
id_2.7.1,Показатель первичной заболеваемости  туберкулезом внелегочной локализации всего (на 100 тыс. населения),ПЗ ВНЛ туб 15-17,2017,4.57,110.0,2406548.0
id_2.7.1,Показатель первичной заболеваемости  туберкулезом внелегочной локализации всего (на 100 тыс. населения),ПЗ ВНЛ туб 15-17,2018,4.41,106.0,2400979.0
id_2.7.1,Показатель первичной заболеваемости  туберкулезом внелегочной локализации всего (на 100 тыс. населения),ПЗ ВНЛ туб 15-17,2019,2.92,70.0,2394478.0
id_2.7.1,Показатель первичной заболеваемости  туберкулезом внелегочной локализации всего (на 100 тыс. населения),ПЗ ВНЛ туб 15-17,2020,3.19,76.0,2383107.0
id_2.7.1,Показатель первичной заболеваемости  туберкулезом внелегочной локализации всего (на 100 тыс. населения),ПЗ ВНЛ туб 15-17,2021,2.57,61.0,2369234.0
id_2.7.1,Показатель первичной заболеваемости  туберкулезом внелегочной локализации всего (на 100 тыс. населения),ПЗ ВНЛ туб 15-17,2022,2.34,55.0,2353904.0
id_2.7.1,Показатель первичной заболеваемости  туберкулезом внелегочной локализации всего (на 100 тыс. населения),ПЗ ВНЛ туб 15-17,2023,2.35,55.0,2337449.0
id_2.7.1,Показатель первичной заболеваемости  туберкулезом внелегочной локализации всего (на 100 тыс. населения),ПЗ ВНЛ туб 15-17,2024,2.1,49.0,2330537.0
id_2.7.2,Показатель первичной заболеваемости туберкулезом внелегочной локализации детей 0-14 лет (на 100 тыс. населения),ПЗ ВНЛ туб 0-14,2016,1.23,6.0,488187.0
id_2.7.2,Показатель первичной заболеваемости туберкулезом внелегочной локализации детей 0-14 лет (на 100 тыс. населения),ПЗ ВНЛ туб 0-14,2017,0.81,4.0,494280.0
id_2.7.2,Показатель первичной заболеваемости туберкулезом внелегочной локализации детей 0-14 лет (на 100 тыс. населения),ПЗ ВНЛ туб 0-14,2018,1.21,6.0,497183.0
id_2.7.2,Показатель первичной заболеваемости туберкулезом внелегочной локализации детей 0-14 лет (на 100 тыс. населения),ПЗ ВНЛ туб 0-14,2019,0.2,1.0,497434.0
id_2.7.2,Показатель первичной заболеваемости туберкулезом внелегочной локализации детей 0-14 лет (на 100 тыс. населения),ПЗ ВНЛ туб 0-14,2020,0.0,0.0,495875.0
id_2.7.2,Показатель первичной заболеваемости туберкулезом внелегочной локализации детей 0-14 лет (на 100 тыс. населения),ПЗ ВНЛ туб 0-14,2021,0.21,1.0,487016.0
id_2.7.2,Показатель первичной заболеваемости туберкулезом внелегочной локализации детей 0-14 лет (на 100 тыс. населения),ПЗ ВНЛ туб 0-14,2022,0.21,1.0,480722.0
id_2.7.2,Показатель первичной заболеваемости туберкулезом внелегочной локализации детей 0-14 лет (на 100 тыс. населения),ПЗ ВНЛ туб 0-14,2023,0.42,2.0,476624.0
id_2.7.2,Показатель первичной заболеваемости туберкулезом внелегочной локализации детей 0-14 лет (на 100 тыс. населения),ПЗ ВНЛ туб 0-14,2024,0.64,3.0,470864.0
id_2.7.3,Показатель первичной заболеваемости  туберкулезом внелегочной локализации детей 15-17 лет (на 100 тыс. населения),ПЗ ВНЛ туб 15-17,2016,2.67,2.0,74979.0
id_2.7.3,Показатель первичной заболеваемости  туберкулезом внелегочной локализации детей 15-17 лет (на 100 тыс. населения),ПЗ ВНЛ туб 15-17,2017,0.0,0.0,76615.0
id_2.7.3,Показатель первичной заболеваемости  туберкулезом внелегочной локализации детей 15-17 лет (на 100 тыс. населения),ПЗ ВНЛ туб 15-17,2018,0.0,0.0,79314.0
id_2.7.3,Показатель первичной заболеваемости  туберкулезом внелегочной локализации детей 15-17 лет (на 100 тыс. населения),ПЗ ВНЛ туб 15-17,2019,1.23,1.0,81632.0
id_2.7.3,Показатель первичной заболеваемости  туберкулезом внелегочной локализации детей 15-17 лет (на 100 тыс. населения),ПЗ ВНЛ туб 15-17,2020,0.0,0.0,82676.0
id_2.7.3,Показатель первичной заболеваемости  туберкулезом внелегочной локализации детей 15-17 лет (на 100 тыс. населения),ПЗ ВНЛ туб 15-17,2021,0.0,0.0,81391.0
id_2.7.3,Показатель первичной заболеваемости  туберкулезом внелегочной локализации детей 15-17 лет (на 100 тыс. населения),ПЗ ВНЛ туб 15-17,2022,2.42,2.0,82513.0
id_2.7.3,Показатель первичной заболеваемости  туберкулезом внелегочной локализации детей 15-17 лет (на 100 тыс. населения),ПЗ ВНЛ туб 15-17,2023,0.0,0.0,88298.0
id_2.7.3,Показатель первичной заболеваемости  туберкулезом внелегочной локализации детей 15-17 лет (на 100 тыс. населения),ПЗ ВНЛ туб 15-17,2024,0.0,0.0,91717.0
id_2.7.4,Показатель общей заболеваемости туберкулезом внелегочной локализации всего (на 100 тыс. населения),ОЗ ВНЛ туб 15-17,2016,23.6,569.0,2410851.0
id_2.7.4,Показатель общей заболеваемости туберкулезом внелегочной локализации всего (на 100 тыс. населения),ОЗ ВНЛ туб 15-17,2017,20.4,491.0,2406548.0
id_2.7.4,Показатель общей заболеваемости туберкулезом внелегочной локализации всего (на 100 тыс. населения),ОЗ ВНЛ туб 15-17,2018,20.74,498.0,2400979.0
id_2.7.4,Показатель общей заболеваемости туберкулезом внелегочной локализации всего (на 100 тыс. населения),ОЗ ВНЛ туб 15-17,2019,17.29,414.0,2394478.0
id_2.7.4,Показатель общей заболеваемости туберкулезом внелегочной локализации всего (на 100 тыс. населения),ОЗ ВНЛ туб 15-17,2020,10.78,257.0,2383107.0
id_2.7.4,Показатель общей заболеваемости туберкулезом внелегочной локализации всего (на 100 тыс. населения),ОЗ ВНЛ туб 15-17,2021,8.1,192.0,2369234.0
id_2.7.4,Показатель общей заболеваемости туберкулезом внелегочной локализации всего (на 100 тыс. населения),ОЗ ВНЛ туб 15-17,2022,6.92,163.0,2353904.0
id_2.7.4,Показатель общей заболеваемости туберкулезом внелегочной локализации всего (на 100 тыс. населения),ОЗ ВНЛ туб 15-17,2023,5.9,138.0,2337449.0
id_2.7.4,Показатель общей заболеваемости туберкулезом внелегочной локализации всего (на 100 тыс. населения),ОЗ ВНЛ туб 15-17,2024,4.38,102.0,2330537.0
id_2.7.5,Показатель общей заболеваемости туберкулезом внелегочной локализации детей 0-14 лет (на 100 тыс. населения),ОЗ ВНЛ туб 0-14,2016,2.25,11.0,488187.0
id_2.7.5,Показатель общей заболеваемости туберкулезом внелегочной локализации детей 0-14 лет (на 100 тыс. населения),ОЗ ВНЛ туб 0-14,2017,1.21,6.0,494280.0
id_2.7.5,Показатель общей заболеваемости туберкулезом внелегочной локализации детей 0-14 лет (на 100 тыс. населения),ОЗ ВНЛ туб 0-14,2018,1.61,8.0,497183.0
id_2.7.5,Показатель общей заболеваемости туберкулезом внелегочной локализации детей 0-14 лет (на 100 тыс. населения),ОЗ ВНЛ туб 0-14,2019,1.01,5.0,497434.0
id_2.7.5,Показатель общей заболеваемости туберкулезом внелегочной локализации детей 0-14 лет (на 100 тыс. населения),ОЗ ВНЛ туб 0-14,2020,0.0,0.0,495875.0
id_2.7.5,Показатель общей заболеваемости туберкулезом внелегочной локализации детей 0-14 лет (на 100 тыс. населения),ОЗ ВНЛ туб 0-14,2021,0.41,2.0,487016.0
id_2.7.5,Показатель общей заболеваемости туберкулезом внелегочной локализации детей 0-14 лет (на 100 тыс. населения),ОЗ ВНЛ туб 0-14,2022,0.42,2.0,480722.0
id_2.7.5,Показатель общей заболеваемости туберкулезом внелегочной локализации детей 0-14 лет (на 100 тыс. населения),ОЗ ВНЛ туб 0-14,2023,0.84,4.0,476624.0
id_2.7.5,Показатель общей заболеваемости туберкулезом внелегочной локализации детей 0-14 лет (на 100 тыс. населения),ОЗ ВНЛ туб 0-14,2024,0.42,2.0,470864.0
id_2.7.6,Показатель общей заболеваемости туберкулезом внелегочной локализации подростков 15-17 лет (на 100 тыс. населения),ОЗ ВНЛ туб 15-17,2016,4.0,3.0,74979.0
id_2.7.6,Показатель общей заболеваемости туберкулезом внелегочной локализации подростков 15-17 лет (на 100 тыс. населения),ОЗ ВНЛ туб 15-17,2017,1.31,1.0,76615.0
id_2.7.6,Показатель общей заболеваемости туберкулезом внелегочной локализации подростков 15-17 лет (на 100 тыс. населения),ОЗ ВНЛ туб 15-17,2018,1.26,1.0,79314.0
id_2.7.6,Показатель общей заболеваемости туберкулезом внелегочной локализации подростков 15-17 лет (на 100 тыс. населения),ОЗ ВНЛ туб 15-17,2019,1.23,1.0,81632.0
id_2.7.6,Показатель общей заболеваемости туберкулезом внелегочной локализации подростков 15-17 лет (на 100 тыс. населения),ОЗ ВНЛ туб 15-17,2020,0.0,0.0,82676.0
id_2.7.6,Показатель общей заболеваемости туберкулезом внелегочной локализации подростков 15-17 лет (на 100 тыс. населения),ОЗ ВНЛ туб 15-17,2021,0.0,0.0,81391.0
id_2.7.6,Показатель общей заболеваемости туберкулезом внелегочной локализации подростков 15-17 лет (на 100 тыс. населения),ОЗ ВНЛ туб 15-17,2022,1.21,1.0,82513.0
id_2.7.6,Показатель общей заболеваемости туберкулезом внелегочной локализации подростков 15-17 лет (на 100 тыс. населения),ОЗ ВНЛ туб 15-17,2023,0.0,0.0,88298.0
id_2.7.6,Показатель общей заболеваемости туберкулезом внелегочной локализации подростков 15-17 лет (на 100 тыс. населения),ОЗ ВНЛ туб 15-17,2024,0.0,0.0,91717.0
id_2.8.1,Показатель первичной инвалидности в связи с туберкулезом всего (на 100 тыс. населения,ПИ туб,2016,19.12,461.0,2410851.0
id_2.8.1,Показатель первичной инвалидности в связи с туберкулезом всего (на 100 тыс. населения,ПИ туб,2017,10.47,252.0,2406548.0
id_2.8.1,Показатель первичной инвалидности в связи с туберкулезом всего (на 100 тыс. населения,ПИ туб,2018,6.96,167.0,2400979.0
id_2.8.1,Показатель первичной инвалидности в связи с туберкулезом всего (на 100 тыс. населения,ПИ туб,2019,5.1,122.0,2394478.0
id_2.8.1,Показатель первичной инвалидности в связи с туберкулезом всего (на 100 тыс. населения,ПИ туб,2020,2.22,53.0,2383107.0
id_2.8.1,Показатель первичной инвалидности в связи с туберкулезом всего (на 100 тыс. населения,ПИ туб,2021,1.65,39.0,2369234.0
id_2.8.1,Показатель первичной инвалидности в связи с туберкулезом всего (на 100 тыс. населения,ПИ туб,2022,2.17,51.0,2353904.0
id_2.8.1,Показатель первичной инвалидности в связи с туберкулезом всего (на 100 тыс. населения,ПИ туб,2023,1.84,43.0,2337449.0
id_2.8.1,Показатель первичной инвалидности в связи с туберкулезом всего (на 100 тыс. населения,ПИ туб,2024,2.32,54.0,2330537.0
id_2.8.2,Показатель первичной инвалидности в связи с туберкулезом детей 0-14 лет всего (на 100 тыс. населения),ПИ туб 0-14,2016,0.82,4.0,488187.0
id_2.8.2,Показатель первичной инвалидности в связи с туберкулезом детей 0-14 лет всего (на 100 тыс. населения),ПИ туб 0-14,2017,0.0,0.0,494280.0
id_2.8.2,Показатель первичной инвалидности в связи с туберкулезом детей 0-14 лет всего (на 100 тыс. населения),ПИ туб 0-14,2018,0.0,0.0,497183.0
id_2.8.2,Показатель первичной инвалидности в связи с туберкулезом детей 0-14 лет всего (на 100 тыс. населения),ПИ туб 0-14,2019,0.0,0.0,497434.0
id_2.8.2,Показатель первичной инвалидности в связи с туберкулезом детей 0-14 лет всего (на 100 тыс. населения),ПИ туб 0-14,2020,0.0,0.0,495875.0
id_2.8.2,Показатель первичной инвалидности в связи с туберкулезом детей 0-14 лет всего (на 100 тыс. населения),ПИ туб 0-14,2021,0.0,0.0,487016.0
id_2.8.2,Показатель первичной инвалидности в связи с туберкулезом детей 0-14 лет всего (на 100 тыс. населения),ПИ туб 0-14,2022,0.0,0.0,480722.0
id_2.8.2,Показатель первичной инвалидности в связи с туберкулезом детей 0-14 лет всего (на 100 тыс. населения),ПИ туб 0-14,2023,0.0,0.0,476624.0
id_2.8.2,Показатель первичной инвалидности в связи с туберкулезом детей 0-14 лет всего (на 100 тыс. населения),ПИ туб 0-14,2024,0.0,0.0,470864.0
id_2.8.3,Показатель первичной инвалидности в связи с туберкулезом подростков 15-17 лет (на 100 тыс. населения),ПИ туб 15-17,2016,0.0,0.0,74979.0
id_2.8.3,Показатель первичной инвалидности в связи с туберкулезом подростков 15-17 лет (на 100 тыс. населения),ПИ туб 15-17,2017,0.0,0.0,76615.0
id_2.8.3,Показатель первичной инвалидности в связи с туберкулезом подростков 15-17 лет (на 100 тыс. населения),ПИ туб 15-17,2018,0.0,0.0,79314.0
id_2.8.3,Показатель первичной инвалидности в связи с туберкулезом подростков 15-17 лет (на 100 тыс. населения),ПИ туб 15-17,2019,0.0,0.0,81632.0
id_2.8.3,Показатель первичной инвалидности в связи с туберкулезом подростков 15-17 лет (на 100 тыс. населения),ПИ туб 15-17,2020,0.0,0.0,82676.0
id_2.8.3,Показатель первичной инвалидности в связи с туберкулезом подростков 15-17 лет (на 100 тыс. населения),ПИ туб 15-17,2021,0.0,0.0,81391.0
id_2.8.3,Показатель первичной инвалидности в связи с туберкулезом подростков 15-17 лет (на 100 тыс. населения),ПИ туб 15-17,2022,0.0,0.0,82513.0
id_2.8.3,Показатель первичной инвалидности в связи с туберкулезом подростков 15-17 лет (на 100 тыс. населения),ПИ туб 15-17,2023,0.0,0.0,88298.0
id_2.8.3,Показатель первичной инвалидности в связи с туберкулезом подростков 15-17 лет (на 100 тыс. населения),ПИ туб 15-17,2024,0.0,0.0,91717.0
id_2.8.4,Показатель общей инвалидности в связи с туберкулезом всего (на 100 тыс. населения),ОИ туб,2016,98.1,2365.0,2410851.0
id_2.8.4,Показатель общей инвалидности в связи с туберкулезом всего (на 100 тыс. населения),ОИ туб,2017,82.52,1986.0,2406548.0
id_2.8.4,Показатель общей инвалидности в связи с туберкулезом всего (на 100 тыс. населения),ОИ туб,2018,69.39,1666.0,2400979.0
id_2.8.4,Показатель общей инвалидности в связи с туберкулезом всего (на 100 тыс. населения),ОИ туб,2019,58.8,1408.0,2394478.0
id_2.8.4,Показатель общей инвалидности в связи с туберкулезом всего (на 100 тыс. населения),ОИ туб,2020,47.38,1129.0,2383107.0
id_2.8.4,Показатель общей инвалидности в связи с туберкулезом всего (на 100 тыс. населения),ОИ туб,2021,35.37,838.0,2369234.0
id_2.8.4,Показатель общей инвалидности в связи с туберкулезом всего (на 100 тыс. населения),ОИ туб,2022,27.4,645.0,2353904.0
id_2.8.4,Показатель общей инвалидности в связи с туберкулезом всего (на 100 тыс. населения),ОИ туб,2023,23.4,547.0,2337449.0
id_2.8.4,Показатель общей инвалидности в связи с туберкулезом всего (на 100 тыс. населения),ОИ туб,2024,13.77,321.0,2330537.0
id_2.8.5,Показатель общей инвалидности в связи с туберкулезом детей 0-14 лет (на 100 тыс. населения),ОИ туб 0-14,2016,1.43,7.0,488187.0
id_2.8.5,Показатель общей инвалидности в связи с туберкулезом детей 0-14 лет (на 100 тыс. населения),ОИ туб 0-14,2017,0.2,1.0,494280.0
id_2.8.5,Показатель общей инвалидности в связи с туберкулезом детей 0-14 лет (на 100 тыс. населения),ОИ туб 0-14,2018,0.4,2.0,497183.0
id_2.8.5,Показатель общей инвалидности в связи с туберкулезом детей 0-14 лет (на 100 тыс. населения),ОИ туб 0-14,2019,0.0,0.0,497434.0
id_2.8.5,Показатель общей инвалидности в связи с туберкулезом детей 0-14 лет (на 100 тыс. населения),ОИ туб 0-14,2020,0.0,0.0,495875.0
id_2.8.5,Показатель общей инвалидности в связи с туберкулезом детей 0-14 лет (на 100 тыс. населения),ОИ туб 0-14,2021,0.0,0.0,487016.0
id_2.8.5,Показатель общей инвалидности в связи с туберкулезом детей 0-14 лет (на 100 тыс. населения),ОИ туб 0-14,2022,0.0,0.0,480722.0
id_2.8.5,Показатель общей инвалидности в связи с туберкулезом детей 0-14 лет (на 100 тыс. населения),ОИ туб 0-14,2023,0.0,0.0,476624.0
id_2.8.5,Показатель общей инвалидности в связи с туберкулезом детей 0-14 лет (на 100 тыс. населения),ОИ туб 0-14,2024,0.0,0.0,470864.0
id_2.8.6,Показатель  общей инвалидности в связи с туберкулезом подростков 15-17 лет (на 100 тыс. населения),ОИ туб 15-17,2016,1.33,1.0,74979.0
