payer_id;recency;frequency;monetary;R_Score;F_Score;M_Score;RFM_segment;Segment_Name
PID_e94f67f8d9ee;52;7;700.0;1;2;2;122;Потерянные VIP
PID_e952d5e82118;17;2;1400.0;3;1;2;312;Перспективные новички
PID_e95877c11696;54;4;400.0;1;2;1;121;Ушедшие экономные
PID_e959a2568016;55;1;100.0;1;1;1;111;Ушедшие новички
PID_e95d701d0da3;13;10;2000.0;3;3;2;332;Лояльное ядро
PID_e9665ceaca37;17;31;15500.0;3;3;3;333;VIP / Супер-ядро
PID_e97a61861e5a;46;19;1900.0;2;3;2;232;Засыпающее ядро
PID_e97da411cb70;33;5;500.0;2;2;1;221;Требуют внимания
PID_e97ece4504ec;57;5;600.0;1;2;2;122;Потерянные VIP
PID_e9847d7621b9;26;5;500.0;2;2;1;221;Требуют внимания
PID_e98572a07d85;76;1;50.0;1;1;1;111;Ушедшие новички
PID_e986261ba3b6;76;1;100.0;1;1;1;111;Ушедшие новички
PID_e986689fc741;25;5;1000.0;2;2;2;222;Требуют внимания
PID_e986958802cb;25;12;12000.0;2;3;3;233;Засыпающие VIP
PID_e9875963778b;37;2;200.0;2;1;1;211;Остывающие новички
PID_e98986281d3f;49;1;200.0;2;1;1;211;Остывающие новички
PID_e98ac9ac3568;0;7;7000.0;3;2;3;323;Потенциальное ядро
PID_e98b662c5b4f;84;1;100.0;1;1;1;111;Ушедшие новички
PID_e98c6393f03e;27;17;5100.0;2;3;3;233;Засыпающие VIP
PID_e991f81395e8;0;5;5000.0;3;2;3;323;Потенциальное ядро
PID_e993b8de5d21;82;3;600.0;1;2;2;122;Потерянные VIP
PID_e9949351d513;0;20;10000.0;3;3;3;333;VIP / Супер-ядро
PID_e995f87784c3;34;1;40.0;2;1;1;211;Остывающие новички
PID_e9a119dc2fdb;61;18;1800.0;1;3;2;132;Потерянные VIP
PID_e9a3e36f94a3;0;18;1800.0;3;3;2;332;Лояльное ядро
PID_e9a67bda58a8;0;5;2500.0;3;2;3;323;Потенциальное ядро
PID_e9a7e0a8bf27;17;14;2200.0;3;3;3;333;VIP / Супер-ядро
PID_e9a90211d52c;48;23;2300.0;2;3;3;233;Засыпающие VIP
PID_e9ae81e936a7;52;4;800.0;1;2;2;122;Потерянные VIP
PID_e9b02fc13628;8;21;2100.0;3;3;3;333;VIP / Супер-ядро
PID_e9b126635e9e;1;67;6700.0;3;3;3;333;VIP / Супер-ядро
PID_e9b2f0843ef1;25;1;100.0;2;1;1;211;Остывающие новички
PID_e9b55279c866;57;2;400.0;1;1;1;111;Ушедшие новички
PID_e9b700659a15;1;60;6000.0;3;3;3;333;VIP / Супер-ядро
PID_e9bade3ddd4f;54;1;500.0;1;1;1;111;Ушедшие новички
PID_e9be7df6471a;0;5;1500.0;3;2;2;322;Потенциальное ядро
PID_e9c31f04f5f0;65;7;1400.0;1;2;2;122;Потерянные VIP
PID_e9c4afbb4043;22;3;500.0;2;2;1;221;Требуют внимания
PID_e9c84693c1ca;2;27;13500.0;3;3;3;333;VIP / Супер-ядро
PID_e9cdb30b6eb9;1;10;2900.0;3;3;3;333;VIP / Супер-ядро
PID_e9d908b84b37;0;27;2700.0;3;3;3;333;VIP / Супер-ядро
PID_e9d90c68948c;54;1;100.0;1;1;1;111;Ушедшие новички
PID_e9d9250108db;52;5;2500.0;1;2;3;123;Потерянные VIP
PID_e9dc0920d62f;27;20;4000.0;2;3;3;233;Засыпающие VIP
PID_e9dc756caf13;35;6;3000.0;2;2;3;223;Требуют внимания
PID_e9dde8182d4e;27;23;2300.0;2;3;3;233;Засыпающие VIP
PID_e9e6432110f9;80;2;700.0;1;1;2;112;Ушедшие новички
PID_e9e6aba8797a;64;6;1200.0;1;2;2;122;Потерянные VIP
PID_e9e99d16fc36;23;4;2000.0;2;2;2;222;Требуют внимания
PID_e9ec5abb6ab8;56;1;100.0;1;1;1;111;Ушедшие новички
PID_e9f2e7c93fac;2;39;19500.0;3;3;3;333;VIP / Супер-ядро
PID_e9f364d24532;17;2;600.0;3;1;2;312;Перспективные новички
PID_e9f3ae0b3161;62;18;9000.0;1;3;3;133;Потерянные VIP
PID_e9f4eb6d1467;0;1;500.0;3;1;1;311;Новые доноры (Малый чек)
PID_e9f8d31eb30d;10;9;900.0;3;2;2;322;Потенциальное ядро
PID_ea004ce24968;37;28;2800.0;2;3;3;233;Засыпающие VIP
PID_ea048c2d4f5c;1;17;5100.0;3;3;3;333;VIP / Супер-ядро
PID_ea048c9128c5;10;13;3900.0;3;3;3;333;VIP / Супер-ядро
PID_ea072ff8ef81;13;11;5500.0;3;3;3;333;VIP / Супер-ядро
PID_ea0a12f4a50c;42;42;8400.0;2;3;3;233;Засыпающие VIP
PID_ea0add8e1262;1;16;11200.0;3;3;3;333;VIP / Супер-ядро
PID_ea0c512dad0f;67;1;200.0;1;1;1;111;Ушедшие новички
PID_ea0c5f35e7de;78;1;100.0;1;1;1;111;Ушедшие новички
PID_ea0f0d479838;7;31;3100.0;3;3;3;333;VIP / Супер-ядро
PID_ea0f3dd78785;24;7;700.0;2;2;2;222;Требуют внимания
PID_ea1141e06ff1;51;2;200.0;2;1;1;211;Остывающие новички
PID_ea11fd8f73a2;15;16;2500.0;3;3;3;333;VIP / Супер-ядро
PID_ea174e176a0f;32;7;7000.0;2;2;3;223;Требуют внимания
PID_ea177a2f6faf;67;1;200.0;1;1;1;111;Ушедшие новички
PID_ea18a8868451;81;1;100.0;1;1;1;111;Ушедшие новички
PID_ea18febe61e0;54;1;300.0;1;1;1;111;Ушедшие новички
PID_ea1b9b0779ee;69;5;1000.0;1;2;2;122;Потерянные VIP
PID_ea1d5d721907;35;1;100.0;2;1;1;211;Остывающие новички
PID_ea1e3768caf1;50;2;400.0;2;1;1;211;Остывающие новички
PID_ea1f2092ff58;32;2;400.0;2;1;1;211;Остывающие новички
PID_ea25528f6427;37;1;100.0;2;1;1;211;Остывающие новички
PID_ea25705ef0d9;58;2;400.0;1;1;1;111;Ушедшие новички
PID_ea27fb5e9c86;26;9;1800.0;2;2;2;222;Требуют внимания
PID_ea286442a08d;27;2;400.0;2;1;1;211;Остывающие новички
PID_ea289fce21b6;0;5;2500.0;3;2;3;323;Потенциальное ядро
PID_ea2b296e83ba;60;21;2100.0;1;3;3;133;Потерянные VIP
PID_ea2b5807b533;1;9;3600.0;3;2;3;323;Потенциальное ядро
PID_ea2fd1ae8763;42;1;200.0;2;1;1;211;Остывающие новички
PID_ea328a50af09;9;8;1600.0;3;2;2;322;Потенциальное ядро
PID_ea36e33eba54;2;7;700.0;3;2;2;322;Потенциальное ядро
PID_ea36eaad66da;26;14;1400.0;2;3;2;232;Засыпающее ядро
PID_ea3b4c9c83c1;12;4;2000.0;3;2;2;322;Потенциальное ядро
PID_ea3bab1d3fcc;57;5;500.0;1;2;1;121;Ушедшие экономные
PID_ea3ca3e27de5;17;1;200.0;3;1;1;311;Новые доноры (Малый чек)
PID_ea3d6776acb3;55;3;3000.0;1;2;3;123;Потерянные VIP
PID_ea3e42cbb5bf;52;3;300.0;1;2;1;121;Ушедшие экономные
PID_ea3fd4d7902d;16;17;5900.0;3;3;3;333;VIP / Супер-ядро
PID_ea4180471fa3;0;51;3243.0;3;3;3;333;VIP / Супер-ядро
PID_ea4491e9afaa;0;49;7700.0;3;3;3;333;VIP / Супер-ядро
PID_ea456f5701cc;73;1;100.0;1;1;1;111;Ушедшие новички
PID_ea46256ceb43;17;1;500.0;3;1;1;311;Новые доноры (Малый чек)
PID_ea47145a698c;0;20;5900.0;3;3;3;333;VIP / Супер-ядро
PID_ea4874876e91;51;4;4000.0;2;2;3;223;Требуют внимания
PID_ea4960e6bf7f;1;15;7500.0;3;3;3;333;VIP / Супер-ядро
PID_ea4ca03818ef;33;4;400.0;2;2;1;221;Требуют внимания
PID_ea4d5e83a0bf;63;3;1500.0;1;2;2;122;Потерянные VIP
PID_ea4ed037428b;16;9;1800.0;3;2;2;322;Потенциальное ядро
PID_ea50e5cd5c61;65;1;100.0;1;1;1;111;Ушедшие новички
PID_ea50fe5602d2;29;12;9500.0;2;3;3;233;Засыпающие VIP
PID_ea519f315c2e;46;1;100.0;2;1;1;211;Остывающие новички
PID_ea545c67d9e8;26;1;200.0;2;1;1;211;Остывающие новички
PID_ea5561087f66;11;60;6700.0;3;3;3;333;VIP / Супер-ядро
PID_ea56c965cda2;32;1;200.0;2;1;1;211;Остывающие новички
PID_ea575e01a4b2;1;34;6800.0;3;3;3;333;VIP / Супер-ядро
PID_ea587ae0c5e8;41;5;2500.0;2;2;3;223;Требуют внимания
PID_ea59aa716035;0;24;2400.0;3;3;3;333;VIP / Супер-ядро
PID_ea5a2d52a5f4;74;8;4000.0;1;2;3;123;Потерянные VIP
PID_ea5aec4b5534;8;14;14000.0;3;3;3;333;VIP / Супер-ядро
PID_ea5b80972800;25;5;500.0;2;2;1;221;Требуют внимания
PID_ea5c68e94984;18;1;200.0;2;1;1;211;Остывающие новички
PID_ea5ee93bd374;0;95;40400.0;3;3;3;333;VIP / Супер-ядро
PID_ea5ffa3107df;13;4;2000.0;3;2;2;322;Потенциальное ядро
PID_ea605967de64;36;3;600.0;2;2;2;222;Требуют внимания
PID_ea67ae6faf61;17;9;4500.0;3;2;3;323;Потенциальное ядро
PID_ea682328b503;56;3;600.0;1;2;2;122;Потерянные VIP
PID_ea6a48134505;34;2;400.0;2;1;1;211;Остывающие новички
PID_ea6d2f1f2385;32;2;400.0;2;1;1;211;Остывающие новички
PID_ea6df9559c98;30;3;300.0;2;2;1;221;Требуют внимания
PID_ea7233966c27;35;1;200.0;2;1;1;211;Остывающие новички
PID_ea7529070d62;1;33;33000.0;3;3;3;333;VIP / Супер-ядро
PID_ea760eb91f81;2;2;200.0;3;1;1;311;Новые доноры (Малый чек)
PID_ea775e372fa0;16;4;4000.0;3;2;3;323;Потенциальное ядро
PID_ea7876de3150;16;7;3500.0;3;2;3;323;Потенциальное ядро
PID_ea793bbd7b88;0;15;15000.0;3;3;3;333;VIP / Супер-ядро
PID_ea79612441aa;80;4;600.0;1;2;2;122;Потерянные VIP
PID_ea7d9a533b2f;32;33;16500.0;2;3;3;233;Засыпающие VIP
PID_ea7eab248f5d;85;1;500.0;1;1;1;111;Ушедшие новички
PID_ea83e9297879;50;2;200.0;2;1;1;211;Остывающие новички
PID_ea83fc5fa8df;27;1;200.0;2;1;1;211;Остывающие новички
PID_ea867f793f91;62;4;3500.0;1;2;3;123;Потерянные VIP
PID_ea8b862ffe8e;21;3;300.0;2;2;1;221;Требуют внимания
PID_ea912f52f06b;1;4;400.0;3;2;1;321;Потенциальное ядро
PID_ea91c0a90644;53;2;1000.0;1;1;2;112;Ушедшие новички
PID_ea93d02043c8;21;1;200.0;2;1;1;211;Остывающие новички
PID_ea941937f92e;58;1;100.0;1;1;1;111;Ушедшие новички
PID_ea984c7a147d;2;14;2800.0;3;3;3;333;VIP / Супер-ядро
PID_ea9aac04f169;15;2;400.0;3;1;1;311;Новые доноры (Малый чек)
PID_ea9b3c1b897b;42;48;3950.0;2;3;3;233;Засыпающие VIP
PID_ea9b73084e5d;2;6;3000.0;3;2;3;323;Потенциальное ядро
PID_ea9c56055322;17;6;1200.0;3;2;2;322;Потенциальное ядро
PID_eaa70618bcaf;51;4;800.0;2;2;2;222;Требуют внимания
PID_eaa91686fd97;50;4;200.0;2;2;1;221;Требуют внимания
PID_eaaa3762e47b;31;23;2300.0;2;3;3;233;Засыпающие VIP
PID_eaaf2c50dc38;22;6;6000.0;2;2;3;223;Требуют внимания
PID_eab3fa7c2335;11;16;3200.0;3;3;3;333;VIP / Супер-ядро
PID_eab491d41601;52;5;500.0;1;2;1;121;Ушедшие экономные
PID_eab6b4e1af73;32;1;500.0;2;1;1;211;Остывающие новички
PID_eab769d16b15;42;3;3000.0;2;2;3;223;Требуют внимания
PID_eab826e018ad;8;40;6100.0;3;3;3;333;VIP / Супер-ядро
PID_eabbb7dffec4;1;17;3400.0;3;3;3;333;VIP / Супер-ядро
PID_eac1629555f4;82;1;200.0;1;1;1;111;Ушедшие новички
PID_eac4a22dde12;56;9;1800.0;1;2;2;122;Потерянные VIP
PID_eac55382ec56;1;15;3000.0;3;3;3;333;VIP / Супер-ядро
PID_eac66d00bddf;76;7;700.0;1;2;2;122;Потерянные VIP
PID_eac953b8bdd9;0;22;2200.0;3;3;3;333;VIP / Супер-ядро
PID_eacc6470620c;7;10;2000.0;3;3;2;332;Лояльное ядро
PID_eacd4fdaeb7b;2;25;12500.0;3;3;3;333;VIP / Супер-ядро
PID_eacea0012484;57;27;13500.0;1;3;3;133;Потерянные VIP
PID_ead243153df1;2;33;3300.0;3;3;3;333;VIP / Супер-ядро
PID_ead73141a8fa;12;2;1000.0;3;1;2;312;Перспективные новички
PID_eadca1870198;54;1;500.0;1;1;1;111;Ушедшие новички
PID_eaddd41d5823;1;13;1300.0;3;3;2;332;Лояльное ядро
PID_eae0066da49f;71;2;400.0;1;1;1;111;Ушедшие новички
PID_eae07809bfaa;15;1;500.0;3;1;1;311;Новые доноры (Малый чек)
PID_eae4d368ac29;14;1;500.0;3;1;1;311;Новые доноры (Малый чек)
PID_eae9c8190ec9;53;3;300.0;1;2;1;121;Ушедшие экономные
PID_eaea869d5df6;82;2;2000.0;1;1;2;112;Ушедшие новички
PID_eaec2a8a76bd;54;1;500.0;1;1;1;111;Ушедшие новички
PID_eaed41a52b82;52;3;300.0;1;2;1;121;Ушедшие экономные
PID_eaf4db954c83;23;18;1800.0;2;3;2;232;Засыпающее ядро
PID_eaf66564c361;35;1;200.0;2;1;1;211;Остывающие новички
PID_eaf8221b2880;22;7;700.0;2;2;2;222;Требуют внимания
PID_eafd85193380;27;3;90.0;2;2;1;221;Требуют внимания
PID_eafe785cf8c1;58;2;42.0;1;1;1;111;Ушедшие новички
PID_eaff46cb971d;0;349;34900.0;3;3;3;333;VIP / Супер-ядро
PID_eb012ca90367;22;2;200.0;2;1;1;211;Остывающие новички
PID_eb096d4ca3be;77;2;200.0;1;1;1;111;Ушедшие новички
PID_eb0a0d2dffe5;38;2;400.0;2;1;1;211;Остывающие новички
PID_eb0d36bf551c;70;15;15000.0;1;3;3;133;Потерянные VIP
PID_eb0fb7e43e66;39;2;400.0;2;1;1;211;Остывающие новички
PID_eb10b059db45;15;21;12000.0;3;3;3;333;VIP / Супер-ядро
PID_eb11f3482835;51;7;700.0;2;2;2;222;Требуют внимания
PID_eb121cf986d2;69;3;300.0;1;2;1;121;Ушедшие экономные
PID_eb140234eab2;54;2;1000.0;1;1;2;112;Ушедшие новички
PID_eb147f710794;37;6;1200.0;2;2;2;222;Требуют внимания
PID_eb16209c0b41;40;1;1000.0;2;1;2;212;Остывающие новички
PID_eb1d4108d746;28;2;1000.0;2;1;2;212;Остывающие новички
PID_eb1ef56ca64d;0;17;8500.0;3;3;3;333;VIP / Супер-ядро
PID_eb1f560fc2d2;60;1;100.0;1;1;1;111;Ушедшие новички
PID_eb207be8642d;57;3;300.0;1;2;1;121;Ушедшие экономные
PID_eb21fe2dcfed;9;18;1800.0;3;3;2;332;Лояльное ядро
PID_eb22b9027046;57;2;400.0;1;1;1;111;Ушедшие новички
PID_eb24f6fd95b7;81;4;200.0;1;2;1;121;Ушедшие экономные
PID_eb260fec1b9d;51;1;100.0;2;1;1;211;Остывающие новички
PID_eb261b679de4;11;12;2400.0;3;3;3;333;VIP / Супер-ядро
PID_eb273c43d473;7;4;400.0;3;2;1;321;Потенциальное ядро
PID_eb2b05307392;50;4;600.0;2;2;2;222;Требуют внимания
PID_eb2f332f7988;0;2;1000.0;3;1;2;312;Перспективные новички
PID_eb30a69bd377;16;26;2600.0;3;3;3;333;VIP / Супер-ядро
PID_eb316396b3f4;73;12;3600.0;1;3;3;133;Потерянные VIP
PID_eb34a1e4471f;54;1;500.0;1;1;1;111;Ушедшие новички
PID_eb365bb821c1;58;2;500.0;1;1;1;111;Ушедшие новички
PID_eb374e37cde4;1;21;21000.0;3;3;3;333;VIP / Супер-ядро
PID_eb391b3044ef;53;1;500.0;1;1;1;111;Ушедшие новички
PID_eb4150e0c707;52;1;500.0;1;1;1;111;Ушедшие новички
PID_eb41b8d99c78;1;55;5500.0;3;3;3;333;VIP / Супер-ядро
PID_eb47553284f5;55;19;1900.0;1;3;2;132;Потерянные VIP
PID_eb488a7c464a;2;1;500.0;3;1;1;311;Новые доноры (Малый чек)
PID_eb49a98d0a10;5;15;3000.0;3;3;3;333;VIP / Супер-ядро
PID_eb4b6a0de196;5;6;800.0;3;2;2;322;Потенциальное ядро
PID_eb4c5353cf29;40;9;1800.0;2;2;2;222;Требуют внимания
PID_eb4f5c411b6d;1;5;5000.0;3;2;3;323;Потенциальное ядро
PID_eb4f880e67ec;68;1;100.0;1;1;1;111;Ушедшие новички
PID_eb50fb19666c;40;2;400.0;2;1;1;211;Остывающие новички
PID_eb53b9efbd81;65;1;100.0;1;1;1;111;Ушедшие новички
PID_eb55737128f3;48;37;21000.0;2;3;3;233;Засыпающие VIP
PID_eb5d5216dcb0;52;5;1000.0;1;2;2;122;Потерянные VIP
PID_eb5e03481885;41;1;200.0;2;1;1;211;Остывающие новички
PID_eb616df2776b;0;55;5500.0;3;3;3;333;VIP / Супер-ядро
PID_eb665d45152e;56;1;200.0;1;1;1;111;Ушедшие новички
PID_eb6947e91690;53;3;150.0;1;2;1;121;Ушедшие экономные
PID_eb6cbb6f7dcc;20;3;300.0;2;2;1;221;Требуют внимания
PID_eb6e8fb6958e;0;11;4400.0;3;3;3;333;VIP / Супер-ядро
PID_eb767d326149;80;5;500.0;1;2;1;121;Ушедшие экономные
PID_eb7a59454faf;15;39;15300.0;3;3;3;333;VIP / Супер-ядро
PID_eb7a5f2a45d4;29;7;700.0;2;2;2;222;Требуют внимания
PID_eb7b207506b5;8;79;7900.0;3;3;3;333;VIP / Супер-ядро
PID_eb7b82f92882;8;14;7000.0;3;3;3;333;VIP / Супер-ядро
PID_eb7d7f9893ad;18;2;600.0;2;1;2;212;Остывающие новички
PID_eb86d2eaf52e;21;1;500.0;2;1;1;211;Остывающие новички
PID_eb86e98297fa;8;4;800.0;3;2;2;322;Потенциальное ядро
PID_eb89120d285a;43;40;4000.0;2;3;3;233;Засыпающие VIP
PID_eb8a389b3bd1;24;5;500.0;2;2;1;221;Требуют внимания
PID_eb8cfdc2dbc6;51;2;200.0;2;1;1;211;Остывающие новички
PID_eb8e6c69577f;31;10;1000.0;2;3;2;232;Засыпающее ядро
PID_eb8e7460887b;22;3;3000.0;2;2;3;223;Требуют внимания
PID_eb941fc4e738;64;1;200.0;1;1;1;111;Ушедшие новички
PID_eb96070c8cf6;62;1;100.0;1;1;1;111;Ушедшие новички
PID_eba4354bf585;57;1;200.0;1;1;1;111;Ушедшие новички
PID_eba7d33c78ee;71;5;250.0;1;2;1;121;Ушедшие экономные
PID_eba914b0f28d;74;10;2000.0;1;3;2;132;Потерянные VIP
PID_ebacdab5ec68;27;15;1500.0;2;3;2;232;Засыпающее ядро
PID_ebad4bfeb486;75;1;777.0;1;1;2;112;Ушедшие новички
PID_ebb7b8c50093;51;4;400.0;2;2;1;221;Требуют внимания
PID_ebc3221ca20a;14;14;7000.0;3;3;3;333;VIP / Супер-ядро
PID_ebc670f0434b;9;11;2200.0;3;3;3;333;VIP / Супер-ядро
PID_ebccff93d4ea;63;1;40.0;1;1;1;111;Ушедшие новички
PID_ebd421feae93;22;8;800.0;2;2;2;222;Требуют внимания
PID_ebd7157e9fd4;66;10;2000.0;1;3;2;132;Потерянные VIP
PID_ebd902530b4c;59;2;400.0;1;1;1;111;Ушедшие новички
PID_ebda14ff3a8c;0;1;500.0;3;1;1;311;Новые доноры (Малый чек)
PID_ebda94529293;39;5;500.0;2;2;1;221;Требуют внимания
PID_ebdf380f5694;23;6;600.0;2;2;2;222;Требуют внимания
PID_ebe25b3d32ba;65;1;500.0;1;1;1;111;Ушедшие новички
PID_ebed48bb64d8;1;4;1200.0;3;2;2;322;Потенциальное ядро
PID_ebee7815b7f6;3;25;5000.0;3;3;3;333;VIP / Супер-ядро
PID_ebef51e55752;31;1;300.0;2;1;1;211;Остывающие новички
PID_ebef8d3b362d;43;1;500.0;2;1;1;211;Остывающие новички
PID_ebf1d2b43843;54;7;2700.0;1;2;3;123;Потерянные VIP
PID_ebf43cbc9d94;0;11;5500.0;3;3;3;333;VIP / Супер-ядро
PID_ebf7ee247efd;12;4;400.0;3;2;1;321;Потенциальное ядро
PID_ebf8d4b103d3;26;7;700.0;2;2;2;222;Требуют внимания
PID_ebfcf99d305a;0;22;2300.0;3;3;3;333;VIP / Супер-ядро
PID_ec032753835f;12;7;3500.0;3;2;3;323;Потенциальное ядро
PID_ec034f554200;52;9;900.0;1;2;2;122;Потерянные VIP
PID_ec05fadb3a37;18;2;400.0;2;1;1;211;Остывающие новички
PID_ec086b9fab66;82;1;1000.0;1;1;2;112;Ушедшие новички
PID_ec0aaca094d3;61;3;300.0;1;2;1;121;Ушедшие экономные
PID_ec0b0acc3cd0;17;2;1000.0;3;1;2;312;Перспективные новички
PID_ec0c57c31ea8;84;1;1000.0;1;1;2;112;Ушедшие новички
PID_ec0d1df11a2a;64;1;200.0;1;1;1;111;Ушедшие новички
PID_ec0e276bb54a;45;2;400.0;2;1;1;211;Остывающие новички
PID_ec0e8175a625;33;12;1600.0;2;3;2;232;Засыпающее ядро
PID_ec0fde845313;1;80;8500.0;3;3;3;333;VIP / Супер-ядро
PID_ec107743860a;34;15;1500.0;2;3;2;232;Засыпающее ядро
PID_ec1295854a70;23;5;2500.0;2;2;3;223;Требуют внимания
PID_ec1b983f0129;64;8;800.0;1;2;2;122;Потерянные VIP
PID_ec1da78bb6a7;24;1;100.0;2;1;1;211;Остывающие новички
PID_ec252cc8bd11;81;1;100.0;1;1;1;111;Ушедшие новички
PID_ec255c609284;79;2;200.0;1;1;1;111;Ушедшие новички
PID_ec2cbb2cee4e;45;8;4000.0;2;2;3;223;Требуют внимания
PID_ec2dbf74f6fa;50;4;400.0;2;2;1;221;Требуют внимания
PID_ec31eacfb70c;37;11;1300.0;2;3;2;232;Засыпающее ядро
PID_ec3262268716;0;12;12000.0;3;3;3;333;VIP / Супер-ядро
PID_ec32d3c7c76a;64;2;1000.0;1;1;2;112;Ушедшие новички
PID_ec374ddc12a4;7;39;18900.0;3;3;3;333;VIP / Супер-ядро
PID_ec38d76a1ac2;60;1;100.0;1;1;1;111;Ушедшие новички
PID_ec3b14e6ef4b;0;21;21000.0;3;3;3;333;VIP / Супер-ядро
PID_ec3b49fdd0c1;61;5;500.0;1;2;1;121;Ушедшие экономные
PID_ec40896979e8;20;3;3000.0;2;2;3;223;Требуют внимания
PID_ec44a1c70b7e;1;1;500.0;3;1;1;311;Новые доноры (Малый чек)
PID_ec47c2c48d09;14;6;1200.0;3;2;2;322;Потенциальное ядро
PID_ec51d4297e20;1;21;21000.0;3;3;3;333;VIP / Супер-ядро
PID_ec585e23f05f;48;5;1000.0;2;2;2;222;Требуют внимания
PID_ec5869fd0a5d;18;18;1800.0;2;3;2;232;Засыпающее ядро
PID_ec587f17f1bb;1;4;400.0;3;2;1;321;Потенциальное ядро
PID_ec5a5c8123fc;73;10;1000.0;1;3;2;132;Потерянные VIP
PID_ec5b216893ee;39;1;100.0;2;1;1;211;Остывающие новички
PID_ec630ab59841;51;5;2500.0;2;2;3;223;Требуют внимания
PID_ec66cacae5de;42;51;13500.0;2;3;3;233;Засыпающие VIP
PID_ec6973c16146;16;16;1600.0;3;3;2;332;Лояльное ядро
PID_ec6b7c2c0f94;47;1;100.0;2;1;1;211;Остывающие новички
PID_ec6b90600b61;10;7;2100.0;3;2;3;323;Потенциальное ядро
PID_ec70a46ca451;57;1;500.0;1;1;1;111;Ушедшие новички
PID_ec7701db981f;18;17;5100.0;2;3;3;233;Засыпающие VIP
PID_ec84906a95bc;64;1;100.0;1;1;1;111;Ушедшие новички
PID_ec86efd3ca2a;41;1;100.0;2;1;1;211;Остывающие новички
PID_ec8b6d413c54;1;7;3500.0;3;2;3;323;Потенциальное ядро
PID_ec90ff94a3c8;51;4;800.0;2;2;2;222;Требуют внимания
PID_ec93c5227637;38;1;200.0;2;1;1;211;Остывающие новички
PID_ec95a83e6767;3;45;13500.0;3;3;3;333;VIP / Супер-ядро
PID_ec9c9e433efd;58;1;200.0;1;1;1;111;Ушедшие новички
PID_ec9d8792a374;14;1;200.0;3;1;1;311;Новые доноры (Малый чек)
PID_ec9f44734ac0;80;5;1000.0;1;2;2;122;Потерянные VIP
PID_eca7ffc6e609;3;3;1500.0;3;2;2;322;Потенциальное ядро
PID_ecae00aad421;54;1;100.0;1;1;1;111;Ушедшие новички
PID_ecaf935f098c;51;13;130.0;2;3;1;231;Засыпающее ядро
PID_ecb0542ce1f0;76;2;2000.0;1;1;2;112;Ушедшие новички
PID_ecb325348507;0;10;2000.0;3;3;2;332;Лояльное ядро
PID_ecb773a77b05;72;1;200.0;1;1;1;111;Ушедшие новички
PID_ecb85db38e90;2;10;1000.0;3;3;2;332;Лояльное ядро
PID_ecc05fd93d78;20;9;4500.0;2;2;3;223;Требуют внимания
PID_ecc0698bbae3;4;37;29500.0;3;3;3;333;VIP / Супер-ядро
PID_ecc1e4466459;0;44;6600.0;3;3;3;333;VIP / Супер-ядро
PID_eccb0ecf325d;22;13;13000.0;2;3;3;233;Засыпающие VIP
PID_eccd4b6daa5a;8;4;400.0;3;2;1;321;Потенциальное ядро
PID_ecce9e4984cb;57;2;400.0;1;1;1;111;Ушедшие новички
PID_ecd1cee6ea3f;1;14;7000.0;3;3;3;333;VIP / Супер-ядро
PID_ecd2fe995dc2;52;1;300.0;1;1;1;111;Ушедшие новички
PID_ecd56ac69678;33;3;600.0;2;2;2;222;Требуют внимания
PID_ecd5c04475be;57;2;1000.0;1;1;2;112;Ушедшие новички
PID_ecd778be5c17;34;3;300.0;2;2;1;221;Требуют внимания
PID_ecd9803d4e81;0;21;6300.0;3;3;3;333;VIP / Супер-ядро
PID_ecdcd1f2be41;3;32;6400.0;3;3;3;333;VIP / Супер-ядро
PID_ecdd01174817;31;12;2400.0;2;3;3;233;Засыпающие VIP
PID_ecdd92e07691;0;41;8200.0;3;3;3;333;VIP / Супер-ядро
PID_ecdf3cc1534c;54;3;3000.0;1;2;3;123;Потерянные VIP
PID_ece03143f898;17;3;1500.0;3;2;2;322;Потенциальное ядро
PID_ece78d49c2c1;48;2;200.0;2;1;1;211;Остывающие новички
PID_ecebe6583038;1;14;7000.0;3;3;3;333;VIP / Супер-ядро
PID_ecf00edf5546;0;15;7500.0;3;3;3;333;VIP / Супер-ядро
PID_ecf4a0d86581;38;1;100.0;2;1;1;211;Остывающие новички
PID_ecf8eee13c30;51;1;100.0;2;1;1;211;Остывающие новички
PID_ecfac4fc94af;4;21;21000.0;3;3;3;333;VIP / Супер-ядро
PID_ecfd6b7057a0;62;2;2000.0;1;1;2;112;Ушедшие новички
PID_ed0028c149bc;64;11;550.0;1;3;2;132;Потерянные VIP
PID_ed042feba3bb;14;6;3000.0;3;2;3;323;Потенциальное ядро
PID_ed05c01fae4a;0;29;2900.0;3;3;3;333;VIP / Супер-ядро
PID_ed066917a2ad;58;13;6500.0;1;3;3;133;Потерянные VIP
PID_ed0d91dd1c6a;0;8;4000.0;3;2;3;323;Потенциальное ядро
PID_ed11b61263a8;47;1;1000.0;2;1;2;212;Остывающие новички
PID_ed12cd8104c8;36;1;100.0;2;1;1;211;Остывающие новички
PID_ed1531178df7;35;1;300.0;2;1;1;211;Остывающие новички
PID_ed1c85adf869;23;27;27000.0;2;3;3;233;Засыпающие VIP
PID_ed2124a869a9;51;1;500.0;2;1;1;211;Остывающие новички
PID_ed261c9ae0b6;1;42;42000.0;3;3;3;333;VIP / Супер-ядро
