payer_id;amount;share;cum_share;abc_class
PID_3e99018d44c1;47600.0;0.0006436511543789746;0.1307420463957216;A
PID_3c5705c2b5ab;47500.0;0.0006422989460714558;0.13138434534179305;A
PID_6644306e8066;47500.0;0.0006422989460714558;0.1320266442878645;A
PID_1c8272e82dfa;47400.0;0.000640946737763937;0.13266759102562845;A
PID_44448c1cb02e;46600.0;0.0006301290713037861;0.13329772009693222;A
PID_0d2bb80c5648;46000.0;0.000622015821458673;0.1339197359183909;A
PID_74002752ee7e;46000.0;0.000622015821458673;0.13454175173984959;A
PID_8ab85679cf8f;46000.0;0.000622015821458673;0.13516376756130827;A
PID_b7a827463218;46000.0;0.000622015821458673;0.13578578338276695;A
PID_a1ea40d782ea;46000.0;0.000622015821458673;0.13640779920422563;A
PID_c2bbc5d5d613;45400.0;0.0006139025716135598;0.1370217017758392;A
PID_756da16d9694;45000.0;0.0006084937383834844;0.13763019551422268;A
PID_9346922acc00;45000.0;0.0006084937383834844;0.13823868925260616;A
PID_8fc08422423e;45000.0;0.0006084937383834844;0.13884718299098964;A
PID_630e906f9f20;45000.0;0.0006084937383834844;0.13945567672937312;A
PID_cee7699a8087;45000.0;0.0006084937383834844;0.1400641704677566;A
PID_60f1ab7f36aa;44300.0;0.0005990282802308525;0.14066319874798744;A
PID_d9564714992a;44000.0;0.0005949716553082959;0.14125817040329575;A
PID_0d15c4bc3bc7;44000.0;0.0005949716553082959;0.14185314205860405;A
PID_9a53a1940bfb;44000.0;0.0005949716553082959;0.14244811371391236;A
PID_bf4d9c5ef1e7;44000.0;0.0005949716553082959;0.14304308536922067;A
PID_22735aaab5d4;43300.0;0.0005855061971556639;0.14362859156637633;A
PID_4db1cc9696c5;43000.0;0.0005814495722331073;0.14421004113860944;A
PID_5c34ef2c985d;42900.0;0.0005800973639255885;0.14479013850253503;A
PID_d318c8329d9e;42660.0;0.0005768520639875432;0.14536699056652258;A
PID_0109da5a5d4f;42600.0;0.0005760407390030319;0.1459430313055256;A
PID_f749675edd30;42500.0;0.0005746885306955131;0.1465177198362211;A
PID_559a3b386a01;42500.0;0.0005746885306955131;0.14709240836691662;A
PID_378d0247da1c;42500.0;0.0005746885306955131;0.14766709689761212;A
PID_0fc4825d238c;42500.0;0.0005746885306955131;0.14824178542830763;A
PID_f758fda4314d;42000.0;0.0005679274891579188;0.14880971291746556;A
PID_c460cfcc1740;42000.0;0.0005679274891579188;0.1493776404066235;A
PID_ed261c9ae0b6;42000.0;0.0005679274891579188;0.14994556789578142;A
PID_28e5a5b9f17f;42000.0;0.0005679274891579188;0.15051349538493936;A
PID_6cddd2463da4;41619.0;0.0005627755755062719;0.15107627096044562;A
PID_882145fa8ae6;41500.0;0.0005611664476203245;0.15163743740806596;A
PID_3f37184c4420;41000.0;0.0005544054060827303;0.1521918428141487;A
PID_634142ff4d62;41000.0;0.0005544054060827303;0.15274624822023142;A
PID_a1fb03df78f3;41000.0;0.0005544054060827303;0.15330065362631415;A
PID_7bbc68814aba;40500.0;0.000547644364545136;0.15384829799085928;A
PID_5e326a46e82c;40300.0;0.0005449399479300983;0.15439323793878937;A
PID_ca109d69d2a4;40000.0;0.0005408833230075418;0.1549341212617969;A
PID_eec234c39aa5;40000.0;0.0005408833230075418;0.15547500458480443;A
PID_63cefbabd64c;40000.0;0.0005408833230075418;0.15601588790781196;A
PID_d85a38519ccb;40000.0;0.0005408833230075418;0.15655677123081949;A
PID_9eda7dc635f2;40000.0;0.0005408833230075418;0.15709765455382702;A
PID_9b0d3f359179;40000.0;0.0005408833230075418;0.15763853787683454;A
PID_00a18bcfb89c;40000.0;0.0005408833230075418;0.15817942119984207;A
PID_d156b13d118d;39500.0;0.0005341222814699474;0.15871354348131203;A
PID_13a5b1bcaed0;39000.0;0.0005273612399323531;0.1592409047212444;A
PID_56e399c10830;39000.0;0.0005273612399323531;0.15976826596117674;A
PID_acd587b3e6dc;39000.0;0.0005273612399323531;0.1602956272011091;A
PID_1ff5976ec957;39000.0;0.0005273612399323531;0.16082298844104145;A
PID_0b9d0301c6ad;38500.0;0.0005206001983947589;0.1613435886394362;A
PID_6df37862aef9;38500.0;0.0005206001983947589;0.16186418883783096;A
PID_89c531353708;38500.0;0.0005206001983947589;0.16238478903622572;A
PID_8af4b167550e;38200.0;0.0005165435734722023;0.1629013326096979;A
PID_11414959af3a;38000.0;0.0005138391568571646;0.16341517176655507;A
PID_da11bbbafc4a;38000.0;0.0005138391568571646;0.16392901092341222;A
PID_b67406a367c2;38000.0;0.0005138391568571646;0.16444285008026938;A
PID_22daabd5ff60;37800.0;0.0005111347402421269;0.1649539848205115;A
PID_49e5d326e29f;37629.0;0.0005088224640362697;0.16546280728454776;A
PID_7d0c42ddb5c6;37000.0;0.0005003170737819761;0.16596312435832974;A
PID_c28e2f1bd3a0;36800.0;0.0004976126571669384;0.16646073701549668;A
PID_9a4e235feb5f;36800.0;0.0004976126571669384;0.16695834967266363;A
PID_342786d3360f;36500.0;0.0004935560322443818;0.167451905704908;A
PID_a3b2602b165f;36000.0;0.0004867949907067875;0.16793870069561478;A
PID_b482668a77c1;36000.0;0.0004867949907067875;0.16842549568632156;A
PID_b591f400609c;36000.0;0.0004867949907067875;0.16891229067702834;A
PID_b174d87c06ca;36000.0;0.0004867949907067875;0.16939908566773512;A
PID_054eb5907278;36000.0;0.0004867949907067875;0.1698858806584419;A
PID_0b9282085117;36000.0;0.0004867949907067875;0.17037267564914868;A
PID_379d59038627;36000.0;0.0004867949907067875;0.17085947063985546;A
PID_c898ca451600;36000.0;0.0004867949907067875;0.17134626563056224;A
PID_fde15a99c123;35500.0;0.00048003394916919327;0.17182629957973145;A
PID_bb80958e9b2e;35500.0;0.00048003394916919327;0.17230633352890065;A
PID_7dac8e34b865;35500.0;0.00048003394916919327;0.17278636747806986;A
PID_aa2ddc0d010f;35200.0;0.0004759773242466367;0.1732623448023165;A
PID_75e9f99348f2;35200.0;0.0004759773242466367;0.17373832212656315;A
PID_d5452a1395e5;35000.0;0.000473272907631599;0.17421159503419476;A
PID_26e174768aca;35000.0;0.000473272907631599;0.17468486794182636;A
PID_d552ad0d9d02;35000.0;0.000473272907631599;0.17515814084945797;A
PID_3756cafad653;35000.0;0.000473272907631599;0.17563141375708957;A
PID_101261a78ce0;35000.0;0.000473272907631599;0.17610468666472118;A
PID_036e1c88c3a5;35000.0;0.000473272907631599;0.17657795957235278;A
PID_9ff3cbd96575;35000.0;0.000473272907631599;0.1770512324799844;A
PID_4b0b45f5373a;35000.0;0.000473272907631599;0.177524505387616;A
PID_eaff46cb971d;34900.0;0.00047192069932408017;0.17799642608694008;A
PID_dfd671850918;34500.0;0.00046651186609400475;0.17846293795303408;A
PID_bd7d53b087ce;34300.0;0.000463807449478967;0.17892674540251305;A
PID_d358a9f7f073;34000.0;0.00045975082455641044;0.17938649622706945;A
PID_42ad434d0045;34000.0;0.00045975082455641044;0.17984624705162586;A
PID_712601a01755;34000.0;0.00045975082455641044;0.18030599787618226;A
PID_7035f9d57daa;34000.0;0.00045975082455641044;0.18076574870073867;A
PID_e802294dde93;34000.0;0.00045975082455641044;0.18122549952529507;A
PID_89592fcf3e8f;34000.0;0.00045975082455641044;0.18168525034985147;A
PID_49f2b8dcb194;34000.0;0.00045975082455641044;0.18214500117440788;A
PID_a5a4dc0bd437;34000.0;0.00045975082455641044;0.18260475199896428;A
PID_c8feb231e2e2;34000.0;0.00045975082455641044;0.1830645028235207;A
PID_1e0d44d31cf9;33500.0;0.0004529897830188162;0.1835174926065395;A
PID_1fa25d976151;33000.0;0.0004462287414812219;0.18396372134802072;A
PID_25a74a77d4d9;33000.0;0.0004462287414812219;0.18440995008950195;A
PID_ea7529070d62;33000.0;0.0004462287414812219;0.18485617883098318;A
PID_4af2a12bfcfd;32500.0;0.00043946769994362766;0.1852956465309268;A
PID_b45bd0ab7350;32100.0;0.00043405886671355224;0.18572970539764036;A
PID_adf4ff38e181;32000.0;0.00043270665840603335;0.1861624120560464;A
PID_d2a39bba6199;32000.0;0.00043270665840603335;0.18659511871445242;A
PID_7f7018315215;32000.0;0.00043270665840603335;0.18702782537285845;A
PID_f1cd1582ec4d;32000.0;0.00043270665840603335;0.18746053203126448;A
PID_5e6a7216674e;32000.0;0.00043270665840603335;0.1878932386896705;A
PID_78edb2c540d5;32000.0;0.00043270665840603335;0.18832594534807653;A
PID_51d18101d31a;32000.0;0.00043270665840603335;0.18875865200648256;A
PID_5581564824d2;32000.0;0.00043270665840603335;0.1891913586648886;A
